Open,High,Low,Close,Volume,AdjustedClose
4380.0,4390.0,4270.0,4270.0,180841100.0,3488.650390625
4270.0,4320.0,4260.0,4300.0,145506000.0,3513.16064453125
4280.0,4340.0,4280.0,4290.0,161444100.0,3504.990478515625
4280.0,4340.0,4280.0,4300.0,81682300.0,3513.16064453125
4280.0,4400.0,4280.0,4390.0,149521700.0,3586.692138671875
4360.0,4460.0,4360.0,4430.0,165052200.0,3619.37255859375
4430.0,4540.0,4430.0,4500.0,186997700.0,3676.563720703125
4560.0,4610.0,4550.0,4590.0,233948800.0,3750.09423828125
4600.0,4610.0,4500.0,4530.0,178298500.0,3701.073974609375
4550.0,4600.0,4530.0,4600.0,131385300.0,3758.2646484375
4600.0,4630.0,4560.0,4630.0,227256400.0,3782.775634765625
4630.0,4680.0,4630.0,4650.0,275184000.0,3799.115478515625
4690.0,4700.0,4630.0,4660.0,230590200.0,3807.28515625
4680.0,4680.0,4570.0,4610.0,163816900.0,3766.43505859375
4630.0,4660.0,4590.0,4650.0,174423000.0,3799.115478515625
4650.0,4660.0,4610.0,4650.0,85292300.0,3799.115478515625
4650.0,4690.0,4610.0,4690.0,112070500.0,3831.796142578125
4690.0,4690.0,4610.0,4620.0,80916300.0,3774.6044921875
4600.0,4650.0,4600.0,4650.0,126493900.0,3799.115478515625
4560.0,4580.0,4520.0,4530.0,196277400.0,3701.073974609375
4620.0,4650.0,4590.0,4650.0,153238500.0,3799.115478515625
4620.0,4640.0,4550.0,4580.0,140187600.0,3741.925048828125
4580.0,4610.0,4560.0,4580.0,87986300.0,3741.925048828125
4590.0,4610.0,4490.0,4520.0,245789200.0,3692.903564453125
4520.0,4670.0,4500.0,4670.0,214514600.0,3815.455810546875
4670.0,4680.0,4610.0,4610.0,105313200.0,3766.43505859375
4620.0,4630.0,4560.0,4590.0,82279300.0,3750.09423828125
4570.0,4670.0,4570.0,4590.0,154866000.0,3750.09423828125
4640.0,4670.0,4630.0,4670.0,147280600.0,3815.455810546875
4700.0,4740.0,4670.0,4720.0,156735700.0,3856.306396484375
4700.0,4750.0,4690.0,4750.0,177861100.0,3880.8173828125
4730.0,4830.0,4730.0,4820.0,214611600.0,3938.008056640625
4820.0,4860.0,4790.0,4850.0,184916300.0,3962.5185546875
4810.0,4980.0,4800.0,4980.0,416107000.0,4068.73046875
5000.0,5025.0,4900.0,4940.0,267382600.0,4036.049560546875
4900.0,4930.0,4860.0,4890.0,199981400.0,3995.199462890625
4910.0,4930.0,4860.0,4890.0,88463000.0,3995.199462890625
4860.0,4890.0,4800.0,4860.0,151325300.0,3970.6884765625
4840.0,4840.0,4740.0,4760.0,253330100.0,3888.98681640625
4760.0,4840.0,4710.0,4840.0,154313900.0,3954.348388671875
4830.0,4840.0,4760.0,4800.0,203573100.0,3921.66748046875
4800.0,4850.0,4760.0,4850.0,139582400.0,3962.5185546875
4870.0,4980.0,4840.0,4970.0,194233200.0,4060.56005859375
5000.0,5000.0,4870.0,4980.0,201275800.0,4068.73046875
4900.0,4940.0,4880.0,4910.0,170702300.0,4011.53955078125
4820.0,4980.0,4820.0,4980.0,416107000.0,4068.73046875
4970.0,4980.0,4920.0,4970.0,82959800.0,4060.56005859375
4930.0,4970.0,4890.0,4910.0,78671600.0,4011.53955078125
4910.0,4940.0,4870.0,4890.0,71277800.0,3995.199462890625
4910.0,4970.0,4900.0,4960.0,87321400.0,4052.3896484375
4920.0,4940.0,4880.0,4880.0,53350600.0,3987.028564453125
4900.0,4930.0,4890.0,4930.0,43581100.0,4027.87939453125
4930.0,4950.0,4860.0,4870.0,74123800.0,3978.8583984375
4870.0,4880.0,4810.0,4820.0,117912500.0,3938.008056640625
4820.0,4870.0,4800.0,4870.0,106690700.0,3978.8583984375
4870.0,4950.0,4870.0,4940.0,182091500.0,4036.049560546875
4910.0,4920.0,4820.0,4870.0,100200100.0,3978.8583984375
4830.0,4900.0,4830.0,4850.0,95136500.0,3962.5185546875
4850.0,4850.0,4770.0,4770.0,188071000.0,3897.1572265625
4750.0,4760.0,4570.0,4640.0,292142000.0,3790.945068359375
4550.0,4640.0,4550.0,4620.0,175932000.0,3774.6044921875
4580.0,4640.0,4550.0,4590.0,166164900.0,3750.09423828125
4550.0,4570.0,4410.0,4430.0,282510000.0,3664.88427734375
4410.0,4430.0,4360.0,4380.0,211610100.0,3623.52001953125
4480.0,4520.0,4410.0,4500.0,210887800.0,3722.79443359375
4510.0,4530.0,4420.0,4480.0,134592100.0,3706.248779296875
4430.0,4530.0,4420.0,4520.0,172170900.0,3739.340087890625
4520.0,4580.0,4510.0,4560.0,150577400.0,3772.43212890625
4560.0,4620.0,4560.0,4600.0,178026000.0,3805.52294921875
4590.0,4630.0,4580.0,4610.0,117204100.0,3813.795654296875
4630.0,4670.0,4620.0,4650.0,116038300.0,3846.8876953125
4660.0,4680.0,4590.0,4620.0,81964700.0,3822.068359375
4620.0,4620.0,4550.0,4560.0,84009300.0,3772.43212890625
4560.0,4620.0,4550.0,4590.0,113840400.0,3797.25
4600.0,4680.0,4600.0,4640.0,178282600.0,3838.6142578125
4650.0,4680.0,4570.0,4610.0,185972400.0,3813.795654296875
4610.0,4620.0,4570.0,4580.0,280039200.0,3788.977783203125
4630.0,4690.0,4620.0,4680.0,181849300.0,3871.7060546875
4650.0,4680.0,4600.0,4600.0,145413400.0,3805.52294921875
4650.0,4780.0,4630.0,4750.0,198479900.0,3929.61669921875
4780.0,4810.0,4680.0,4740.0,141366300.0,3921.343017578125
4740.0,4790.0,4720.0,4750.0,140923100.0,3929.61669921875
4710.0,4790.0,4710.0,4790.0,168599500.0,3962.707763671875
4790.0,4840.0,4770.0,4810.0,177400700.0,3979.253662109375
4840.0,4880.0,4770.0,4860.0,181146600.0,4020.61767578125
4900.0,4900.0,4800.0,4800.0,144569400.0,3970.980712890625
4820.0,4870.0,4810.0,4870.0,120995200.0,4028.890869140625
4890.0,4890.0,4810.0,4870.0,84568100.0,4028.890869140625
4890.0,4890.0,4850.0,4870.0,69966200.0,4028.890869140625
4890.0,4890.0,4830.0,4880.0,104019300.0,4037.163330078125
4900.0,4900.0,4840.0,4880.0,88432500.0,4037.163330078125
4880.0,4880.0,4820.0,4820.0,59319100.0,3987.526123046875
4790.0,4810.0,4730.0,4760.0,107327900.0,3937.888916015625
4810.0,4810.0,4730.0,4800.0,139144500.0,3970.980712890625
4800.0,4840.0,4760.0,4760.0,46409300.0,3937.888916015625
4780.0,4810.0,4760.0,4810.0,89918800.0,3979.253662109375
4760.0,4790.0,4670.0,4670.0,273125500.0,3863.432861328125
4730.0,4750.0,4700.0,4720.0,115578600.0,3904.79736328125
4750.0,4780.0,4720.0,4780.0,59377900.0,3954.434326171875
4800.0,4800.0,4730.0,4760.0,84777000.0,3937.888916015625
4790.0,4800.0,4780.0,4790.0,78292000.0,3962.707763671875
4770.0,4850.0,4770.0,4840.0,111953700.0,4004.07177734375
4850.0,4850.0,4820.0,4840.0,125766100.0,4004.07177734375
4860.0,4870.0,4810.0,4810.0,79549800.0,3979.253662109375
4820.0,4830.0,4800.0,4820.0,125140500.0,3987.526123046875
4810.0,4870.0,4770.0,4830.0,106769300.0,3995.799072265625
4770.0,4790.0,4690.0,4710.0,192444400.0,3896.52490234375
4760.0,4770.0,4700.0,4700.0,107761200.0,3888.251953125
4700.0,4750.0,4640.0,4730.0,155984500.0,3913.07080078125
4770.0,4900.0,4750.0,4900.0,267753300.0,4053.70947265625
4840.0,4880.0,4820.0,4880.0,113829400.0,4037.163330078125
4870.0,4920.0,4840.0,4900.0,214639300.0,4053.70947265625
4750.0,4820.0,4720.0,4770.0,266103900.0,4141.595703125
4750.0,4790.0,4720.0,4740.0,144925200.0,4115.5478515625
4740.0,4780.0,4740.0,4770.0,105217100.0,4141.595703125
4800.0,4820.0,4770.0,4810.0,141800500.0,4176.326171875
4810.0,4810.0,4740.0,4750.0,98847200.0,4124.23046875
4730.0,4750.0,4710.0,4730.0,161561800.0,4106.865234375
4770.0,4800.0,4760.0,4800.0,133511700.0,4167.64306640625
4800.0,4820.0,4760.0,4820.0,88097800.0,4185.0087890625
4810.0,4880.0,4800.0,4830.0,119316500.0,4193.69140625
4860.0,4860.0,4820.0,4840.0,88012300.0,4202.37353515625
4860.0,4860.0,4820.0,4860.0,58886800.0,4219.7392578125
4860.0,4890.0,4830.0,4880.0,67275600.0,4237.10400390625
4950.0,4950.0,4890.0,4930.0,194839900.0,4280.51708984375
4950.0,5000.0,4930.0,4980.0,141279800.0,4323.93017578125
5050.0,5100.0,5000.0,5075.0,190097200.0,4406.4150390625
5075.0,5075.0,4960.0,4990.0,121231300.0,4332.61279296875
4990.0,5025.0,4950.0,4950.0,95747700.0,4297.8818359375
5150.0,5150.0,4930.0,5025.0,273336000.0,4363.00146484375
4990.0,5150.0,4990.0,5150.0,125947200.0,4471.5341796875
5175.0,5275.0,5100.0,5100.0,251912000.0,4428.12158203125
5175.0,5175.0,5050.0,5150.0,84246100.0,4471.5341796875
5225.0,5225.0,5050.0,5100.0,183524700.0,4428.12158203125
5150.0,5175.0,5075.0,5150.0,140482000.0,4471.5341796875
5225.0,5250.0,5125.0,5225.0,182599600.0,4536.65380859375
5250.0,5250.0,5050.0,5100.0,107804200.0,4428.12158203125
5050.0,5125.0,5025.0,5125.0,102987300.0,4449.82763671875
5075.0,5150.0,5050.0,5150.0,108369600.0,4471.5341796875
5175.0,5175.0,5100.0,5150.0,85618800.0,4471.5341796875
5100.0,5175.0,5100.0,5150.0,92625800.0,4471.5341796875
5150.0,5175.0,5025.0,5150.0,163732600.0,4471.5341796875
5175.0,5200.0,5100.0,5200.0,73611200.0,4514.947265625
5250.0,5250.0,5175.0,5200.0,115834500.0,4514.947265625
5225.0,5450.0,5200.0,5400.0,185672200.0,4688.59912109375
5300.0,5500.0,5300.0,5425.0,162655900.0,4710.3056640625
5475.0,5600.0,5475.0,5500.0,255251600.0,4775.4248046875
5525.0,5600.0,5450.0,5600.0,187436100.0,4862.2509765625
5500.0,5575.0,5450.0,5475.0,224391900.0,4753.71826171875
5425.0,5600.0,5425.0,5600.0,154003100.0,4862.2509765625
5600.0,5625.0,5475.0,5550.0,125049100.0,4818.83740234375
5500.0,5600.0,5500.0,5500.0,67363200.0,4775.4248046875
5575.0,5575.0,5375.0,5575.0,416107000.0,4840.5439453125
5600.0,5600.0,5425.0,5425.0,255472600.0,4710.3056640625
5400.0,5500.0,5350.0,5450.0,92019300.0,4732.01171875
5475.0,5475.0,5350.0,5400.0,150377000.0,4688.59912109375
5375.0,5475.0,5350.0,5475.0,92794100.0,4753.71826171875
5425.0,5450.0,5375.0,5425.0,77251000.0,4710.3056640625
5400.0,5400.0,5375.0,5400.0,92314200.0,4688.59912109375
5400.0,5550.0,5400.0,5550.0,108831400.0,4818.83740234375
5575.0,5575.0,5475.0,5550.0,79137600.0,4818.83740234375
5475.0,5525.0,5450.0,5525.0,74388400.0,4797.13134765625
5475.0,5550.0,5400.0,5550.0,189062600.0,4818.83740234375
5500.0,5525.0,5450.0,5525.0,55144200.0,4797.13134765625
5475.0,5550.0,5475.0,5550.0,102926800.0,4818.83740234375
5500.0,5575.0,5500.0,5575.0,84605400.0,4840.5439453125
5550.0,5600.0,5475.0,5475.0,94143200.0,4753.71826171875
5425.0,5475.0,5400.0,5400.0,123350300.0,4688.59912109375
5425.0,5475.0,5375.0,5450.0,85472100.0,4732.01171875
5450.0,5500.0,5425.0,5425.0,110716500.0,4710.3056640625
5500.0,5550.0,5450.0,5475.0,168559800.0,4753.71826171875
5500.0,5500.0,5425.0,5450.0,94462600.0,4732.01171875
5400.0,5450.0,5400.0,5450.0,109632800.0,4732.01171875
5450.0,5475.0,5400.0,5425.0,109446200.0,4710.3056640625
5400.0,5425.0,5375.0,5375.0,114043800.0,4666.89208984375
5425.0,5500.0,5400.0,5400.0,78972100.0,4688.59912109375
5375.0,5450.0,5375.0,5425.0,122094700.0,4710.3056640625
5450.0,5475.0,5425.0,5450.0,104993700.0,4732.01171875
5425.0,5475.0,5425.0,5450.0,134905700.0,4732.01171875
5450.0,5525.0,5425.0,5525.0,127814200.0,4797.13134765625
5550.0,5625.0,5525.0,5575.0,166951300.0,4840.5439453125
5625.0,5700.0,5600.0,5625.0,120810300.0,4883.95703125
5575.0,5650.0,5550.0,5625.0,111117300.0,4883.95703125
5600.0,5625.0,5575.0,5625.0,63094600.0,4883.95703125
5600.0,5650.0,5600.0,5600.0,62962500.0,4862.2509765625
5625.0,5700.0,5625.0,5650.0,111248100.0,4905.66357421875
5700.0,5700.0,5650.0,5675.0,76200300.0,4927.3701171875
5675.0,5750.0,5650.0,5650.0,109859200.0,4905.66357421875
5625.0,5700.0,5625.0,5700.0,74036700.0,4949.07666015625
5700.0,5700.0,5650.0,5650.0,186727400.0,4905.66357421875
5650.0,5750.0,5650.0,5700.0,100137500.0,4949.07666015625
5650.0,5725.0,5650.0,5700.0,90611300.0,4949.07666015625
5675.0,5750.0,5650.0,5700.0,82775000.0,4949.07666015625
5700.0,5725.0,5575.0,5575.0,150738500.0,4840.5439453125
5600.0,5725.0,5575.0,5700.0,88104900.0,4949.07666015625
5700.0,5750.0,5600.0,5625.0,89189600.0,4883.95703125
5650.0,5725.0,5625.0,5700.0,91930000.0,4949.07666015625
5675.0,5725.0,5675.0,5700.0,85474200.0,4949.07666015625
5675.0,5700.0,5650.0,5650.0,74321000.0,4905.66357421875
5650.0,5675.0,5575.0,5650.0,127358400.0,4905.66357421875
5650.0,5675.0,5575.0,5575.0,89597300.0,4840.5439453125
5550.0,5575.0,5450.0,5525.0,188191900.0,4797.13134765625
5500.0,5600.0,5500.0,5575.0,121561200.0,4840.5439453125
5550.0,5575.0,5500.0,5500.0,91640000.0,4775.4248046875
5500.0,5625.0,5500.0,5575.0,101221500.0,4840.5439453125
5600.0,5625.0,5575.0,5600.0,78686900.0,4862.2509765625
5625.0,5625.0,5550.0,5550.0,74407500.0,4818.83740234375
5550.0,5600.0,5525.0,5600.0,65096500.0,4862.2509765625
5600.0,5625.0,5550.0,5550.0,37126600.0,4818.83740234375
5525.0,5600.0,5525.0,5600.0,57547200.0,4862.2509765625
5600.0,5600.0,5500.0,5525.0,171282700.0,4797.13134765625
5525.0,5550.0,5475.0,5550.0,175088200.0,4818.83740234375
5600.0,5600.0,5525.0,5575.0,87366100.0,4840.5439453125
5600.0,5625.0,5575.0,5625.0,43898200.0,4883.95703125
5625.0,5650.0,5600.0,5625.0,72464300.0,4883.95703125
5625.0,5650.0,5575.0,5575.0,106367800.0,4840.5439453125
5525.0,5550.0,5450.0,5450.0,157998600.0,4732.01171875
5425.0,5450.0,5300.0,5350.0,243324500.0,4645.18603515625
5350.0,5425.0,5300.0,5425.0,80474100.0,4710.3056640625
5450.0,5475.0,5375.0,5375.0,121654400.0,4666.89208984375
