Date,Open,High,Low,Close,Volume,AdjustedClose
2023-04-14,5050.0,5100.0,5000.0,5075.0,190097200,4406.4150390625
2023-04-17,5075.0,5075.0,4960.0,4990.0,121231300,4332.61279296875
2023-04-18,4990.0,5025.0,4950.0,4950.0,95747700,4297.8818359375
2023-04-26,5150.0,5150.0,4930.0,5025.0,273336000,4363.00146484375
2023-04-27,4990.0,5150.0,4990.0,5150.0,125947200,4471.5341796875
2023-04-28,5175.0,5275.0,5100.0,5100.0,251912000,4428.12158203125
2023-05-02,5175.0,5175.0,5050.0,5150.0,84246100,4471.5341796875
2023-05-03,5225.0,5225.0,5050.0,5100.0,183524700,4428.12158203125
2023-05-04,5150.0,5175.0,5075.0,5150.0,140482000,4471.5341796875
2023-05-05,5225.0,5250.0,5125.0,5225.0,182599600,4536.65380859375
2023-05-08,5250.0,5250.0,5050.0,5100.0,107804200,4428.12158203125
2023-05-09,5050.0,5125.0,5025.0,5125.0,102987300,4449.82763671875
2023-05-10,5075.0,5150.0,5050.0,5150.0,108369600,4471.5341796875
2023-05-11,5175.0,5175.0,5100.0,5150.0,85618800,4471.5341796875
2023-05-12,5100.0,5175.0,5100.0,5150.0,92625800,4471.5341796875
2023-05-15,5150.0,5175.0,5025.0,5150.0,163732600,4471.5341796875
2023-05-16,5175.0,5200.0,5100.0,5200.0,73611200,4514.947265625
2023-05-17,5250.0,5250.0,5175.0,5200.0,115834500,4514.947265625
2023-05-19,5225.0,5450.0,5200.0,5400.0,185672200,4688.59912109375
2023-05-22,5300.0,5500.0,5300.0,5425.0,162655900,4710.3056640625
2023-05-23,5475.0,5600.0,5475.0,5500.0,255251600,4775.4248046875
2023-05-24,5525.0,5600.0,5450.0,5600.0,187436100,4862.2509765625
2023-05-25,5500.0,5575.0,5450.0,5475.0,224391900,4753.71826171875
2023-05-26,5425.0,5600.0,5425.0,5600.0,154003100,4862.2509765625
2023-05-29,5600.0,5625.0,5475.0,5550.0,125049100,4818.83740234375
2023-05-30,5500.0,5600.0,5500.0,5500.0,67363200,4775.4248046875
2023-05-31,5575.0,5575.0,5375.0,5575.0,898453700,4840.5439453125
2023-06-05,5600.0,5600.0,5425.0,5425.0,255472600,4710.3056640625
2023-06-06,5400.0,5500.0,5350.0,5450.0,92019300,4732.01171875
2023-06-07,5475.0,5475.0,5350.0,5400.0,150377000,4688.59912109375
2023-06-08,5375.0,5475.0,5350.0,5475.0,92794100,4753.71826171875
2023-06-09,5425.0,5450.0,5375.0,5425.0,77251000,4710.3056640625
2023-06-12,5400.0,5400.0,5375.0,5400.0,92314200,4688.59912109375
2023-06-13,5400.0,5550.0,5400.0,5550.0,108831400,4818.83740234375
2023-06-14,5575.0,5575.0,5475.0,5550.0,79137600,4818.83740234375
2023-06-15,5475.0,5525.0,5450.0,5525.0,74388400,4797.13134765625
2023-06-16,5475.0,5550.0,5400.0,5550.0,189062600,4818.83740234375
2023-06-19,5500.0,5525.0,5450.0,5525.0,55144200,4797.13134765625
